project_id,state,project_type,total_land_required_hectares,land_acquired_percent,pending_approvals,compensation_pending_percent,legal_cases,affected_families,rr_completed_percent,possession_percent,planned_duration_months,environmental_clearance,forest_clearance,previous_delay_days,delay_days,delay_risk,project_status
LA07197,Rajasthan,Highway,44.2,28.3,0,78.3,1,46,34.4,11.5,38,Approved,Approved,71,298,High,Early Stage
LA07198,Himachal Pradesh,Highway,45.5,72.2,1,19.2,2,15,52.2,71.6,39,Pending,Approved,22,108,Medium,In Progress
LA07199,Uttar Pradesh,Metro,146.7,71.4,3,12.6,3,83,39.1,49.5,67,Approved,Pending,36,221,Medium,In Progress
LA07200,Andhra Pradesh,Industrial Corridor,201.0,55.4,1,54.1,1,213,35.4,23.9,25,Approved,Approved,52,201,Medium,Early Stage
LA07201,Punjab,Irrigation,168.4,40.2,2,40.2,4,47,18.0,32.6,45,Not Required,Not Required,39,202,Medium,Early Stage
LA07202,Madhya Pradesh,Industrial Corridor,246.0,52.2,4,42.9,8,237,33.3,25.9,72,Not Required,Pending,7,262,Medium,Early Stage
LA07203,Madhya Pradesh,Airport,95.7,82.2,2,18.6,3,21,54.6,86.1,80,Pending,Pending,34,154,Medium,In Progress
LA07204,Karnataka,Power Transmission,39.0,85.4,2,30.4,3,15,61.3,65.6,47,Not Required,Approved,0,28,Low,In Progress
LA07205,Maharashtra,Metro,86.3,95.7,1,21.5,0,65,81.1,100.0,39,Approved,Approved,0,0,Low,Near Completion
LA07206,Bihar,Airport,48.6,60.0,0,32.5,0,40,26.0,39.9,44,Approved,Not Required,54,125,Medium,In Progress
LA07207,Himachal Pradesh,Railway,157.5,65.2,2,34.4,3,89,6.6,57.4,81,Not Required,Pending,3,186,Medium,In Progress
LA07208,Uttar Pradesh,Railway,66.3,68.2,6,26.6,3,76,64.1,61.7,53,Approved,Approved,131,258,Medium,In Progress
LA07209,Andhra Pradesh,Railway,82.8,52.5,1,41.8,1,88,30.8,49.6,61,Pending,Approved,0,171,Medium,Early Stage
LA07210,Uttarakhand,Highway,162.3,47.4,0,38.5,4,69,35.6,49.5,74,Approved,Approved,0,93,Medium,Early Stage
LA07211,Jharkhand,Irrigation,47.9,41.7,2,64.6,1,54,4.3,35.0,35,Approved,Approved,0,197,Medium,Early Stage
LA07212,Maharashtra,Highway,204.3,74.2,1,25.8,5,127,47.2,50.7,51,Approved,Approved,104,173,Medium,In Progress
LA07213,Bihar,Industrial Corridor,28.6,49.8,1,37.1,2,9,56.5,13.2,29,Approved,Not Required,2,146,Medium,Early Stage
LA07214,Karnataka,Irrigation,116.8,74.7,0,7.3,3,19,55.1,56.4,22,Approved,Approved,64,64,Low,In Progress
LA07215,Uttar Pradesh,Metro,83.3,78.3,3,13.9,4,86,49.5,66.6,58,Approved,Approved,98,163,Medium,In Progress
LA07216,Uttar Pradesh,Highway,181.9,72.5,0,37.3,5,176,61.8,61.1,84,Approved,Approved,37,94,Medium,In Progress
LA07217,Kerala,Railway,28.0,63.4,3,33.2,1,23,69.0,46.4,74,Approved,Not Required,55,173,Medium,In Progress
LA07218,Tamil Nadu,Railway,24.5,79.1,2,22.5,2,10,47.9,57.0,17,Approved,Approved,141,168,Medium,In Progress
LA07219,Madhya Pradesh,Power Transmission,170.3,78.5,2,35.6,1,69,72.5,81.8,32,Approved,Approved,78,107,Medium,In Progress
LA07220,Uttar Pradesh,Industrial Corridor,64.6,58.9,1,53.3,4,19,21.5,53.1,35,Approved,Approved,35,202,Medium,Early Stage
LA07221,Telangana,Industrial Corridor,83.3,72.2,1,20.1,2,76,82.9,71.3,45,Approved,Approved,132,100,Medium,In Progress
LA07222,Punjab,Metro,51.4,74.9,1,26.0,7,22,55.9,58.3,73,Approved,Approved,90,172,Medium,In Progress
LA07223,Telangana,Industrial Corridor,195.6,69.8,2,6.5,3,136,47.5,61.1,72,Pending,Approved,46,208,Medium,In Progress
LA07224,Rajasthan,Industrial Corridor,116.1,85.2,1,34.6,2,42,59.3,87.4,16,Pending,Not Required,0,48,Low,In Progress
LA07225,Bihar,Highway,110.5,55.9,0,73.4,0,99,41.6,59.9,23,Pending,Approved,57,187,Medium,Early Stage
LA07226,Kerala,Highway,33.3,55.2,1,35.4,3,11,48.9,34.6,41,Approved,Approved,0,181,Medium,Early Stage
LA07227,Maharashtra,Highway,137.9,76.5,3,23.4,4,95,55.1,51.9,53,Approved,Pending,48,198,Medium,In Progress
LA07228,Assam,Metro,38.7,43.6,2,45.0,2,33,57.7,33.1,81,Not Required,Pending,66,245,Medium,Early Stage
LA07229,Uttarakhand,Irrigation,51.4,80.4,1,28.6,2,60,77.3,70.6,55,Approved,Pending,28,39,Low,In Progress
LA07230,Kerala,Airport,28.2,66.0,4,37.1,3,10,42.5,55.8,42,Pending,Approved,0,209,Medium,In Progress
LA07231,Odisha,Metro,78.8,26.6,0,58.7,2,91,7.7,8.1,42,Approved,Approved,0,206,Medium,Early Stage
LA07232,Punjab,Power Transmission,222.5,62.4,3,19.0,0,262,48.5,46.7,34,Approved,Approved,97,99,Medium,In Progress
LA07233,Andhra Pradesh,Highway,109.1,79.5,2,25.6,3,125,64.6,63.3,76,Approved,Approved,0,121,Medium,In Progress
LA07234,Telangana,Highway,61.8,21.4,0,65.9,2,60,9.9,25.7,19,Approved,Approved,50,308,High,Early Stage
LA07235,Telangana,Power Transmission,98.8,59.5,0,23.0,6,47,42.9,20.4,73,Approved,Approved,11,143,Medium,Early Stage
LA07236,Tamil Nadu,Power Transmission,98.3,43.3,0,29.9,4,65,40.9,16.3,82,Approved,Not Required,35,171,Medium,Early Stage
LA07237,Chhattisgarh,Industrial Corridor,95.2,78.1,2,20.4,3,18,75.3,77.1,33,Approved,Approved,62,133,Medium,In Progress
LA07238,Rajasthan,Highway,104.7,88.4,0,23.5,2,61,54.3,78.0,53,Approved,Approved,52,87,Low,In Progress
LA07239,Madhya Pradesh,Power Transmission,37.2,72.3,2,37.7,2,11,23.2,56.9,18,Not Required,Approved,76,206,Medium,In Progress
LA07240,Himachal Pradesh,Industrial Corridor,98.5,67.4,1,42.3,4,21,44.5,75.4,17,Approved,Not Required,110,250,Medium,In Progress
LA07241,Bihar,Industrial Corridor,20.2,64.9,0,23.9,1,18,21.3,52.6,46,Not Required,Approved,66,112,Medium,In Progress
LA07242,Kerala,Highway,146.8,86.5,0,0.0,8,106,49.5,78.0,64,Approved,Approved,0,29,Low,In Progress
LA07243,Uttar Pradesh,Metro,35.3,36.5,1,68.8,3,19,0.0,33.9,63,Approved,Approved,8,297,High,Early Stage
LA07244,Madhya Pradesh,Irrigation,244.9,81.2,1,40.2,1,251,82.2,89.4,59,Approved,Pending,145,220,Medium,In Progress
LA07245,Haryana,Irrigation,20.0,72.1,6,25.0,4,5,25.2,38.8,84,Not Required,Not Required,5,241,Medium,In Progress
LA07246,West Bengal,Metro,373.6,83.5,5,33.2,4,147,94.0,88.0,65,Approved,Approved,122,156,Medium,In Progress
LA07247,Karnataka,Metro,22.3,54.0,2,43.7,1,17,12.8,58.3,59,Approved,Not Required,30,131,Medium,Early Stage
LA07248,Chhattisgarh,Industrial Corridor,32.5,47.0,3,42.0,5,10,48.8,47.2,34,Pending,Approved,0,270,High,Early Stage
LA07249,Andhra Pradesh,Metro,116.1,87.2,3,43.6,3,118,58.7,64.6,67,Pending,Not Required,72,126,Medium,In Progress
LA07250,Punjab,Railway,152.3,44.2,2,37.9,2,136,45.7,45.6,44,Pending,Approved,132,293,High,Early Stage
LA07251,Rajasthan,Highway,70.7,92.1,3,2.5,5,68,80.4,81.3,23,Approved,Approved,96,97,Medium,Near Completion
LA07252,Odisha,Highway,192.2,66.8,3,35.0,5,175,33.2,53.2,67,Pending,Approved,35,226,Medium,In Progress
LA07253,Jharkhand,Industrial Corridor,45.7,55.7,3,32.4,2,44,66.6,24.5,43,Approved,Not Required,0,143,Medium,Early Stage
LA07254,Assam,Highway,64.1,62.0,3,38.0,3,57,25.0,42.7,49,Approved,Approved,66,171,Medium,In Progress
LA07255,Uttar Pradesh,Highway,69.6,53.3,0,37.2,4,32,34.7,46.9,12,Approved,Not Required,20,165,Medium,Early Stage
LA07256,Punjab,Power Transmission,57.0,79.1,3,18.0,2,65,86.8,60.5,62,Approved,Pending,0,113,Medium,In Progress
LA07257,Uttarakhand,Industrial Corridor,20.0,82.5,3,22.0,2,10,67.1,79.2,79,Pending,Approved,66,110,Medium,In Progress
LA07258,Kerala,Highway,88.1,69.3,2,13.6,5,36,48.4,71.0,63,Not Required,Not Required,61,149,Medium,In Progress
LA07259,Karnataka,Railway,81.6,77.9,0,8.8,1,36,58.1,76.5,54,Approved,Approved,52,55,Low,In Progress
LA07260,Tamil Nadu,Industrial Corridor,225.1,48.1,5,40.5,3,49,39.2,22.8,56,Pending,Approved,0,312,High,Early Stage
LA07261,Uttar Pradesh,Railway,30.2,44.3,2,50.3,1,5,49.0,25.0,31,Approved,Pending,70,226,Medium,Early Stage
LA07262,Karnataka,Metro,52.3,94.0,2,0.0,0,10,78.9,73.2,72,Approved,Approved,52,90,Medium,Near Completion
LA07263,Jharkhand,Railway,250.4,55.5,0,44.9,3,133,35.5,42.7,67,Pending,Pending,36,217,Medium,Early Stage
LA07264,Himachal Pradesh,Highway,115.5,80.6,0,19.9,5,84,69.0,68.4,23,Pending,Approved,0,161,Medium,In Progress
LA07265,Bihar,Industrial Corridor,143.6,62.3,0,40.4,3,118,15.3,57.6,49,Approved,Not Required,0,128,Medium,In Progress
LA07266,Odisha,Highway,132.3,54.0,3,43.1,1,121,48.3,42.9,62,Approved,Pending,57,224,Medium,Early Stage
LA07267,Jharkhand,Metro,132.8,71.9,3,42.2,0,43,46.3,54.4,60,Approved,Pending,0,159,Medium,In Progress
LA07268,Andhra Pradesh,Highway,423.2,44.2,1,43.9,3,209,28.5,56.4,82,Approved,Approved,8,201,Medium,Early Stage
LA07269,West Bengal,Highway,97.3,89.1,1,1.3,2,15,74.0,86.7,39,Approved,Pending,46,0,Low,In Progress
LA07270,Odisha,Highway,38.1,87.8,3,46.1,0,30,78.0,59.1,40,Approved,Not Required,29,131,Medium,In Progress
LA07271,Rajasthan,Irrigation,154.9,76.0,1,29.4,4,136,39.3,63.0,41,Approved,Approved,93,121,Medium,In Progress
LA07272,Gujarat,Highway,55.6,60.8,4,38.4,3,25,46.7,58.5,49,Pending,Approved,87,293,High,In Progress
LA07273,Odisha,Highway,82.0,49.2,1,41.3,2,85,15.6,29.6,72,Approved,Not Required,63,248,Medium,Early Stage
LA07274,Chhattisgarh,Highway,123.3,49.7,4,59.5,0,27,42.4,28.1,66,Not Required,Pending,12,229,Medium,Early Stage
LA07275,Gujarat,Industrial Corridor,44.8,86.3,1,7.9,4,14,42.5,90.3,37,Approved,Approved,0,0,Low,In Progress
LA07276,Uttar Pradesh,Railway,58.3,81.7,1,8.5,1,47,44.9,65.8,37,Pending,Approved,51,157,Medium,In Progress
LA07277,Madhya Pradesh,Power Transmission,134.9,70.6,1,22.8,2,133,65.0,45.4,48,Approved,Approved,87,161,Medium,In Progress
LA07278,Chhattisgarh,Industrial Corridor,56.5,51.4,2,46.4,7,58,35.0,24.9,74,Approved,Approved,77,279,High,Early Stage
LA07279,Bihar,Metro,205.9,79.6,1,17.5,1,55,60.6,55.8,21,Approved,Approved,30,37,Low,In Progress
LA07280,Bihar,Airport,38.9,63.5,4,25.9,4,13,35.5,50.9,79,Approved,Pending,104,286,High,In Progress
LA07281,Kerala,Highway,38.8,75.6,0,15.0,4,40,66.7,63.9,22,Not Required,Approved,47,53,Low,In Progress
LA07282,Madhya Pradesh,Power Transmission,454.9,56.1,2,49.4,1,435,21.3,47.0,41,Approved,Approved,44,188,Medium,Early Stage
LA07283,Haryana,Power Transmission,24.5,51.0,1,46.2,1,6,34.4,23.3,75,Pending,Not Required,0,177,Medium,Early Stage
LA07284,Maharashtra,Highway,88.0,70.5,2,40.8,4,64,48.1,44.2,64,Approved,Approved,96,235,Medium,In Progress
LA07285,Karnataka,Airport,434.3,88.6,3,14.8,6,202,69.6,81.1,83,Approved,Approved,56,133,Medium,In Progress
LA07286,Chhattisgarh,Highway,87.9,56.2,1,38.2,3,46,41.5,33.0,53,Approved,Not Required,72,260,Medium,Early Stage
LA07287,Punjab,Metro,282.8,55.8,0,48.3,3,288,41.4,39.8,17,Pending,Approved,127,304,High,Early Stage
LA07288,Tamil Nadu,Industrial Corridor,156.7,46.1,1,34.9,4,108,17.4,29.6,27,Approved,Approved,0,190,Medium,Early Stage
LA07289,Andhra Pradesh,Power Transmission,89.5,83.0,3,36.4,1,100,35.8,49.7,32,Not Required,Approved,53,106,Medium,In Progress
LA07290,Gujarat,Railway,80.6,85.0,4,28.4,6,82,62.0,62.9,82,Approved,Approved,16,89,Low,In Progress
LA07291,Punjab,Industrial Corridor,20.0,48.9,2,58.6,2,8,35.3,27.7,75,Not Required,Approved,46,147,Medium,Early Stage
LA07292,Jharkhand,Industrial Corridor,68.6,27.8,1,66.0,6,79,6.9,0.0,33,Pending,Not Required,77,391,High,Early Stage
LA07293,Madhya Pradesh,Highway,109.7,40.5,0,28.1,7,35,0.0,10.9,37,Pending,Not Required,155,352,High,Early Stage
LA07294,Telangana,Airport,109.6,83.3,1,17.3,4,113,85.0,80.3,36,Approved,Not Required,0,0,Low,In Progress
LA07295,Uttar Pradesh,Airport,732.1,89.8,3,0.0,3,530,71.5,86.1,59,Approved,Pending,54,109,Medium,In Progress
LA07296,Telangana,Industrial Corridor,114.3,82.9,2,1.0,2,26,71.9,57.9,73,Approved,Not Required,19,97,Medium,In Progress
LA07297,Madhya Pradesh,Power Transmission,153.8,57.6,1,26.5,4,74,41.8,40.6,19,Pending,Approved,63,182,Medium,Early Stage
LA07298,Uttar Pradesh,Highway,242.3,49.4,3,58.9,6,287,7.9,34.7,72,Pending,Approved,53,286,High,Early Stage
LA07299,Andhra Pradesh,Highway,142.5,75.9,0,28.0,4,65,37.5,70.3,13,Not Required,Not Required,23,75,Low,In Progress
LA07300,Assam,Highway,83.7,48.6,1,48.6,3,17,41.4,51.9,29,Approved,Not Required,65,228,Medium,Early Stage
LA07301,Jharkhand,Highway,84.0,72.2,2,24.2,4,48,70.8,53.7,58,Pending,Approved,7,139,Medium,In Progress
LA07302,Madhya Pradesh,Railway,66.8,86.4,2,18.5,3,70,59.7,85.4,49,Approved,Pending,78,141,Medium,In Progress
LA07303,Uttarakhand,Irrigation,131.3,64.7,4,42.4,1,67,59.6,55.9,61,Approved,Pending,89,226,Medium,In Progress
LA07304,Uttar Pradesh,Railway,77.9,91.6,2,17.5,3,69,30.9,75.4,77,Approved,Approved,59,66,Low,Near Completion
LA07305,Uttarakhand,Industrial Corridor,153.1,75.5,0,25.8,0,63,32.0,55.2,41,Approved,Approved,116,98,Medium,In Progress
LA07306,Rajasthan,Railway,38.2,75.4,1,34.7,4,42,58.5,69.6,66,Pending,Not Required,161,153,Medium,In Progress
LA07307,Bihar,Railway,102.0,60.4,2,23.8,2,118,50.1,59.6,27,Approved,Approved,76,133,Medium,In Progress
LA07308,Uttar Pradesh,Irrigation,336.7,55.5,3,41.6,4,389,32.3,48.2,53,Pending,Approved,38,265,Medium,Early Stage
LA07309,Jharkhand,Airport,74.4,75.4,4,31.3,1,31,76.9,75.4,64,Approved,Pending,0,40,Low,In Progress
LA07310,Rajasthan,Railway,431.2,17.8,2,38.9,4,333,0.0,22.9,30,Pending,Approved,73,393,High,Early Stage
LA07311,Assam,Power Transmission,103.5,71.4,2,17.4,1,55,53.5,62.3,79,Approved,Approved,77,139,Medium,In Progress
LA07312,Gujarat,Metro,85.8,88.7,0,13.3,5,47,63.1,68.6,21,Not Required,Approved,21,87,Low,In Progress
LA07313,Bihar,Highway,99.4,51.6,3,35.7,1,92,31.0,35.0,63,Approved,Not Required,79,271,High,Early Stage
LA07314,Tamil Nadu,Metro,69.1,71.1,3,36.7,0,39,61.7,60.7,18,Pending,Approved,78,228,Medium,In Progress
LA07315,Assam,Industrial Corridor,20.0,43.2,2,35.1,3,18,28.4,30.7,26,Approved,Pending,70,292,High,Early Stage
LA07316,Andhra Pradesh,Railway,190.2,68.8,1,20.9,3,227,11.2,47.5,45,Approved,Pending,45,206,Medium,In Progress
LA07317,Punjab,Irrigation,580.5,62.5,0,43.2,1,179,46.1,38.5,42,Approved,Pending,53,145,Medium,In Progress
LA07318,Assam,Metro,135.4,34.6,1,62.4,2,95,34.8,7.9,51,Approved,Approved,83,325,High,Early Stage
LA07319,Bihar,Metro,142.6,60.0,3,48.8,2,151,22.5,38.3,15,Approved,Approved,11,177,Medium,In Progress
LA07320,Gujarat,Irrigation,77.1,72.2,1,16.7,5,91,65.2,71.9,50,Pending,Not Required,7,72,Low,In Progress
LA07321,Uttar Pradesh,Metro,240.8,18.5,2,48.7,1,283,11.8,9.7,46,Not Required,Approved,47,317,High,Early Stage
LA07322,Uttar Pradesh,Railway,87.1,90.6,0,0.0,5,98,46.0,64.8,29,Approved,Not Required,61,28,Low,Near Completion
LA07323,Uttarakhand,Highway,113.0,73.7,0,0.0,2,109,57.8,64.3,51,Approved,Approved,62,2,Low,In Progress
LA07324,Uttarakhand,Railway,23.8,36.0,1,35.2,3,24,6.5,28.8,46,Not Required,Approved,7,261,Medium,Early Stage
LA07325,West Bengal,Railway,57.4,81.1,1,17.4,3,53,63.4,69.0,12,Approved,Approved,57,105,Medium,In Progress
LA07326,Assam,Highway,123.0,53.2,1,43.1,1,118,51.3,48.5,71,Approved,Approved,31,123,Medium,Early Stage
LA07327,Uttar Pradesh,Metro,194.6,59.5,4,47.2,3,113,83.9,50.4,83,Approved,Approved,91,192,Medium,Early Stage
LA07328,Punjab,Highway,199.3,57.2,2,37.2,4,223,49.3,47.3,40,Approved,Not Required,41,157,Medium,Early Stage
LA07329,Telangana,Highway,23.5,77.0,1,44.7,4,17,42.6,64.6,51,Approved,Approved,117,195,Medium,In Progress
LA07330,Uttar Pradesh,Metro,25.6,77.0,1,16.7,5,6,26.3,51.5,56,Approved,Approved,107,143,Medium,In Progress
LA07331,Madhya Pradesh,Highway,147.9,40.1,1,64.2,2,83,38.1,20.1,66,Approved,Approved,60,295,High,Early Stage
LA07332,Andhra Pradesh,Airport,47.7,67.2,1,22.9,2,43,41.0,57.3,44,Approved,Approved,30,77,Low,In Progress
LA07333,Rajasthan,Industrial Corridor,192.6,71.0,3,36.7,2,167,8.8,69.8,24,Approved,Pending,40,220,Medium,In Progress
LA07334,Uttar Pradesh,Railway,22.5,70.9,2,33.5,8,14,43.0,73.3,60,Pending,Not Required,22,176,Medium,In Progress
LA07335,Rajasthan,Highway,82.8,62.5,6,49.7,3,43,27.6,52.4,63,Pending,Pending,0,286,High,In Progress
LA07336,Karnataka,Metro,87.4,67.6,1,50.5,4,14,81.2,39.5,40,Approved,Pending,50,193,Medium,In Progress
LA07337,Himachal Pradesh,Highway,135.4,59.0,3,25.3,2,151,27.4,39.5,64,Approved,Approved,93,260,Medium,Early Stage
LA07338,Telangana,Metro,37.5,89.9,0,0.0,5,10,62.1,71.3,78,Approved,Not Required,231,124,Medium,In Progress
LA07339,Karnataka,Industrial Corridor,20.0,45.5,2,42.4,5,7,32.5,25.7,44,Approved,Pending,69,314,High,Early Stage
LA07340,Odisha,Airport,104.1,60.9,1,41.2,0,54,47.9,45.1,16,Approved,Pending,23,184,Medium,In Progress
LA07341,Assam,Railway,140.8,56.5,0,38.8,4,109,58.6,56.2,43,Approved,Approved,147,287,High,Early Stage
LA07342,Telangana,Power Transmission,211.9,34.8,0,85.7,1,164,31.0,32.8,20,Approved,Approved,135,346,High,Early Stage
LA07343,Chhattisgarh,Highway,66.4,64.8,5,40.9,4,41,39.7,32.2,21,Approved,Approved,24,238,Medium,In Progress
LA07344,Kerala,Irrigation,174.0,44.8,7,51.8,2,103,22.8,41.0,44,Pending,Not Required,0,276,High,Early Stage
LA07345,Haryana,Irrigation,136.0,28.2,1,38.9,2,75,9.0,10.9,72,Not Required,Approved,55,271,High,Early Stage
LA07346,Madhya Pradesh,Railway,277.0,42.4,0,40.1,0,146,63.8,50.1,29,Approved,Not Required,0,79,Low,Early Stage
LA07347,Maharashtra,Highway,85.9,48.5,2,49.0,2,70,35.1,39.3,34,Approved,Not Required,43,222,Medium,Early Stage
LA07348,Rajasthan,Highway,20.7,54.9,2,43.5,5,13,44.5,42.2,17,Approved,Approved,0,132,Medium,Early Stage
LA07349,Uttarakhand,Power Transmission,85.0,54.2,2,41.0,2,20,40.3,39.9,61,Approved,Approved,17,226,Medium,Early Stage
LA07350,Jharkhand,Highway,97.0,73.2,3,44.8,2,97,25.6,41.5,83,Approved,Approved,45,189,Medium,In Progress
LA07351,Jharkhand,Irrigation,139.8,81.3,5,17.1,3,81,85.3,68.0,61,Pending,Not Required,39,91,Medium,In Progress
LA07352,Assam,Metro,24.5,39.9,0,53.1,2,11,13.5,29.0,62,Approved,Approved,49,257,Medium,Early Stage
LA07353,Telangana,Metro,69.0,83.7,0,16.1,2,52,60.4,78.2,27,Approved,Not Required,57,0,Low,In Progress
LA07354,Rajasthan,Airport,188.3,63.1,2,69.4,3,65,50.9,49.4,36,Not Required,Approved,16,170,Medium,In Progress
LA07355,Uttarakhand,Highway,82.4,33.9,2,42.2,3,14,4.7,28.0,16,Approved,Pending,61,287,High,Early Stage
LA07356,Odisha,Railway,69.4,61.2,1,61.3,5,14,40.9,41.1,79,Not Required,Pending,104,322,High,In Progress
LA07357,Madhya Pradesh,Power Transmission,455.0,73.6,1,26.6,3,417,59.1,68.8,32,Approved,Not Required,68,101,Medium,In Progress
LA07358,Madhya Pradesh,Highway,36.3,85.6,2,15.2,2,41,93.3,64.7,14,Approved,Approved,86,52,Low,In Progress
LA07359,Assam,Power Transmission,256.8,87.5,5,21.5,2,178,43.3,72.9,14,Approved,Pending,24,171,Medium,In Progress
LA07360,Gujarat,Power Transmission,214.4,72.7,1,16.4,0,225,65.8,68.2,28,Pending,Approved,47,81,Low,In Progress
LA07361,Gujarat,Highway,74.3,84.1,1,12.8,3,79,79.6,71.2,13,Approved,Approved,126,142,Medium,In Progress
LA07362,Haryana,Metro,87.5,63.9,2,54.5,5,94,30.3,64.6,73,Not Required,Approved,0,146,Medium,In Progress
LA07363,Maharashtra,Highway,87.3,92.6,0,24.6,2,54,73.9,68.5,62,Not Required,Approved,79,104,Medium,Near Completion
LA07364,Tamil Nadu,Airport,105.1,45.0,2,56.4,4,68,51.2,18.1,71,Pending,Not Required,44,272,High,Early Stage
LA07365,Himachal Pradesh,Power Transmission,54.3,77.2,1,22.0,3,25,78.7,75.0,22,Approved,Approved,120,149,Medium,In Progress
LA07366,Andhra Pradesh,Irrigation,62.6,83.5,4,32.5,4,41,45.3,73.5,21,Pending,Pending,81,275,High,In Progress
LA07367,Haryana,Power Transmission,66.6,74.3,3,30.9,3,18,58.0,63.3,84,Approved,Pending,79,192,Medium,In Progress
LA07368,West Bengal,Highway,68.4,55.0,4,31.3,3,50,72.1,58.8,58,Approved,Not Required,55,177,Medium,Early Stage
LA07369,Gujarat,Metro,69.1,52.5,1,79.3,2,40,24.6,26.2,32,Approved,Not Required,90,283,High,Early Stage
LA07370,Tamil Nadu,Highway,20.0,87.2,2,5.4,3,9,81.7,71.1,13,Approved,Not Required,0,87,Low,In Progress
LA07371,Jharkhand,Irrigation,97.8,33.1,2,52.8,4,79,45.1,1.0,22,Pending,Approved,34,429,High,Early Stage
LA07372,Gujarat,Highway,57.5,51.8,3,48.3,3,67,66.5,37.2,22,Not Required,Approved,39,96,Medium,Early Stage
LA07373,Odisha,Highway,20.0,91.9,0,23.2,5,24,50.7,86.8,70,Approved,Pending,9,40,Low,Near Completion
LA07374,Rajasthan,Highway,66.9,76.6,6,22.6,0,75,53.1,62.4,45,Pending,Approved,64,189,Medium,In Progress
LA07375,Telangana,Highway,65.1,68.0,2,24.9,3,12,63.2,60.8,17,Approved,Approved,1,123,Medium,In Progress
LA07376,Himachal Pradesh,Highway,266.1,53.7,2,44.7,4,152,48.6,47.9,23,Approved,Approved,0,170,Medium,Early Stage
LA07377,Kerala,Highway,56.9,51.9,1,32.7,3,61,8.8,20.2,29,Approved,Approved,89,304,High,Early Stage
LA07378,Kerala,Irrigation,158.8,77.0,1,41.6,2,119,83.6,73.6,26,Approved,Not Required,0,52,Low,In Progress
LA07379,Telangana,Industrial Corridor,291.6,84.6,2,26.4,3,47,52.4,60.9,43,Approved,Pending,108,146,Medium,In Progress
LA07380,Telangana,Highway,52.8,63.1,1,33.3,2,27,31.1,62.6,42,Approved,Approved,0,87,Low,In Progress
LA07381,Punjab,Irrigation,86.5,85.0,1,24.8,1,67,83.5,59.9,56,Approved,Not Required,29,40,Low,In Progress
LA07382,Maharashtra,Railway,391.3,71.1,2,37.3,4,202,47.4,59.2,21,Approved,Not Required,3,103,Medium,In Progress
LA07383,Uttar Pradesh,Industrial Corridor,109.4,80.0,3,41.9,4,86,87.7,47.3,79,Approved,Not Required,63,208,Medium,In Progress
LA07384,Kerala,Railway,123.7,51.0,3,46.9,3,52,35.6,52.5,23,Not Required,Approved,87,182,Medium,Early Stage
LA07385,Kerala,Metro,63.7,57.7,1,40.8,5,76,43.3,35.7,49,Approved,Pending,13,162,Medium,Early Stage
LA07386,Gujarat,Railway,161.4,73.8,1,40.4,4,74,50.9,54.3,61,Pending,Approved,25,175,Medium,In Progress
LA07387,Jharkhand,Highway,87.0,95.7,2,0.4,2,31,52.8,71.1,23,Approved,Approved,78,92,Medium,Near Completion
LA07388,Bihar,Metro,20.0,85.5,2,16.5,5,11,74.9,72.7,48,Approved,Pending,87,150,Medium,In Progress
LA07389,Uttar Pradesh,Industrial Corridor,66.6,67.1,2,31.3,1,50,64.5,66.6,72,Pending,Approved,13,94,Medium,In Progress
LA07390,Jharkhand,Industrial Corridor,32.9,64.6,2,24.0,0,31,59.7,48.2,40,Approved,Not Required,0,66,Low,In Progress
LA07391,Himachal Pradesh,Railway,99.0,71.4,3,39.5,2,88,62.9,65.9,62,Approved,Not Required,105,215,Medium,In Progress
LA07392,Andhra Pradesh,Metro,41.3,73.4,0,30.0,4,10,73.6,65.7,62,Approved,Approved,24,26,Low,In Progress
LA07393,Madhya Pradesh,Industrial Corridor,135.2,75.7,1,14.9,5,94,49.6,68.9,19,Approved,Approved,132,303,High,In Progress
LA07394,Madhya Pradesh,Highway,93.5,57.8,0,23.4,2,70,60.6,54.2,26,Approved,Not Required,61,99,Medium,Early Stage
LA07395,Odisha,Highway,31.2,38.4,5,48.8,1,37,40.1,20.9,16,Pending,Pending,0,268,Medium,Early Stage
LA07396,Maharashtra,Railway,59.2,72.4,5,38.1,2,58,52.7,66.3,41,Not Required,Pending,51,179,Medium,In Progress
LA07397,West Bengal,Highway,152.5,36.3,2,51.2,2,101,18.6,24.9,27,Pending,Not Required,0,228,Medium,Early Stage
LA07398,Maharashtra,Railway,238.8,97.6,1,47.6,3,60,69.0,85.1,47,Approved,Not Required,0,42,Low,Near Completion
LA07399,Maharashtra,Highway,41.8,48.7,2,41.0,1,33,17.9,27.3,26,Not Required,Not Required,0,163,Medium,Early Stage
LA07400,Andhra Pradesh,Airport,35.4,91.3,1,12.8,7,16,79.2,92.5,25,Approved,Not Required,150,133,Medium,Near Completion
LA07401,Haryana,Industrial Corridor,472.6,80.9,0,41.3,2,88,64.9,69.6,56,Approved,Not Required,0,52,Low,In Progress
LA07402,Assam,Irrigation,89.3,52.9,1,44.9,2,23,39.5,49.5,24,Approved,Approved,86,184,Medium,Early Stage
LA07403,Gujarat,Airport,97.3,79.9,2,42.2,4,58,64.5,70.2,62,Approved,Not Required,0,85,Low,In Progress
LA07404,Uttar Pradesh,Railway,48.0,57.9,5,55.3,1,46,66.9,37.4,54,Pending,Not Required,98,266,Medium,Early Stage
